Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Debut,Age,Seasons,NHLid,CorsicaID,H-Ref Name,Last Name,First Name,Position,Team,GP,G,A,A1,PTS,Rnk,Gap,PTS/GP,PAX,GC,+/-,E+/-,PIM,Shifts,TOI,TOI,TOI,TOI,TOI/GP,TOI%,IPP%,iCF,iCF,iCF,iFF,iFF,iSF,iSCF,iHDCF,iRush,iReb,iDS,ixG,sDist,Pass,TOff,TOff/60,OZS,NZS,DZS,ZS%,iHF,iHF,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,BLK%,iFOW,iFOL,FO%,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,Hat,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPENT2,iPENT5,iPEND,iPEND2,iPEND5,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,GF,GA,SH%,SV%,PDO,CF,CA,FF,FA,SF,SA,GF,GA,SCF,SCA,HDCF,HDCA,HDGF,HDGA,PENT,PEND,OPS,DPS,PS,GS,GS/G,Star,OWAR,DWAR,WAR,SOS,SOG,SOGDG,Grit,DAP,Pres,CPP,CPP,Pace,MGL,Injuries,CHIP,NMC,Status,Salary,Cap Hit,GP,G,A,PTS,+/-,PIM,Shot,TOI,OPS,DPS,PS,
1992-01-07,Ottawa,ON,CAN,CAN,77,220,2010,1,3,R,2011,26,7,8475790,ERIK.GUDBRANSON,Erik Gudbranson,Gudbranson,Erik,D,VAN,52,2,3,2,5,27,50,0.1,-2.5,1.9,-7,-11.8,35,1252,57473,957.9,938.9,958,18.42,30.85,22.70%,127,129,129,84,84,53,32,3,0,8,8,1.91,62.8868,60.2,187.2,12,225,285,415,35.20%,126,125,80,45,31,28,5,81,9.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,25,0,0,15,7,0,0,31,9,3,9,8,1,5,4,1,-6,-0.4,5,3,0,0,1,683,1031,511,786,362,568,27,45.66,22,52,6.10%,0.908,0.969,697,1058,521,806,372,582,21,52,320,559,118,182,12,24,59,64,-0.5,1.7,1.2,0.8,0.02,0.3086,-0.65,0.58,-0.08,,,,245,26.2,1.50%,1.5,4.9,109.5,16,"Shoulder, Upper body",707,"M-NTC, NMC",UFA,"$3,500,000","$3,500,000",391,14,40,54,-70,399,493,7060,-1.1,9.7,8.6,1.5
1992-01-11,Sherwood Park,AB,CAN,CAN,73,200,2010,1,23,R,2012,26,6,8475796,MARK.PYSYK,Mark Pysyk,Pysyk,Mark,D,FLA,82,3,13,9,16,13,62,0.2,-1,5.3,-8,-0.3,20,2118,92305,1538.4,1538.42,1538,18.76,31.37,24.60%,205,205,205,144,144,106,56,11,3,11,14,5.67,46.0943,188.9,393.9,15.4,394,548,657,37.50%,102,102,82,20,38,63,35,123,9.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,1,36,2,0,39,26,1,0,38,10,15,10,10,0,13,13,0,5,10.1,10,0,0,0,0,1343,1670,1054,1246,784,941,59.53,77.55,65,96,8.30%,0.898,0.981,1348,1673,1055,1249,787,944,65,96,647,813,236,301,40,55,108,123,0,2.6,2.6,21.9,0.27,0.4629,-0.14,0.07,-0.08,,,,245,13.7,1.20%,14,18,117.5,,,,,UFA,"$1,950,000","$2,733,333",289,12,47,59,-23,80,312,5235,1.3,10.8,12.1,14
1991-07-24,Middletown,NJ,USA,USA,74,188,,,,R,2014,26,4,8477845,TREVOR.VAN RIEMSDYK,Trevor van Riemsdyk,van Riemsdyk,Trevor,D,CAR,79,3,13,5,16,14,49,0.2,0.5,5.3,9,6.5,20,1742,80818,1347,1346.87,1347,17.05,28.66,27.60%,195,196,196,155,155,111,58,14,4,9,13,5.25,52.5766,115.6,310.6,13.8,455,416,361,55.80%,25,25,89,-64,44,19,45,113,10.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,3,41,10,2,28,31,1,0,39,10,6,10,10,0,5,5,0,-4,-0.4,10,0,0,0,0,1346,1222,1022,932,722,654,60.14,57.39,58,58,8.00%,0.911,0.992,1341,1223,1018,933,722,654,58,58,647,557,257,230,36,28,63,74,0.3,4,4.2,36.7,0.46,0.7538,0.66,-0.09,0.57,,,,158,7,1.40%,14,15.9,114.4,3,Concussion,30,,RFA,"$900,000","$825,000",237,11,36,47,21,82,290,4297,0.9,10.9,11.8,14
1991-02-09,Gothenburg,,SWE,SWE,75,204,,,,R,2013,26,5,8477850,CHRISTIAN.FOLIN,Christian Folin,Folin,Christian,D,LAK,65,3,10,7,13,15,79,0.2,0.3,4.5,1,1,30,1346,61063,1017.7,1017.72,1018,15.66,26.36,36.10%,113,113,113,81,81,58,22,1,0,10,10,1.71,61.6724,169.9,282.9,16.7,279,312,295,48.60%,167,167,131,36,23,34,8,106,12.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,20,0,0,22,4,1,0,31,12,9,12,10,2,9,7,2,-3,1.3,10,2,0,0,0,915,1009,703,723,495,514,38.39,42.61,36,41,7.30%,0.92,0.993,908,1011,697,725,492,515,37,41,447,489,168,179,21,20,76,69,0.4,2.6,3,17.4,0.27,0.8732,0.04,-0.03,0.02,,,,305,17.5,1.60%,10,13.3,113.4,6,Upper body,62,,UFA,"$850,000","$850,000",183,7,29,36,16,80,150,2786,1.2,7.5,8.7,10
1992-06-25,Dearborn Heights,MI,USA,USA,72,182,,,,L,2014,25,4,8477851,JORDAN.OESTERLE,Jordan Oesterle,Oesterle,Jordan,D,CHI,55,5,10,6,15,15,61,0.27,1.8,5.5,-11,1.5,8,1412,67701,1128.4,1128.33,1128,20.52,34.18,31.90%,231,232,232,136,137,99,75,5,2,7,9,4.08,53.404,147.4,378.4,20.1,373,367,281,57.00%,62,62,129,-67,38,46,15,97,10.90%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,2,3,33,1,1,32,8,3,0,54,4,7,5,5,0,7,7,0,3,5,4,0,0,0,0,1188,1060,830,795,617,589,47.95,50.77,47,61,7.60%,0.896,0.973,1189,1060,832,795,616,589,47,61,614,533,170,219,21,35,60,67,0.7,1.7,2.4,25.1,0.46,1.1633,-0.22,0.14,-0.08,,,,167,19.3,3.30%,14.2,16,119.5,,,,,UFA,"$650,000","$650,000",80,5,16,21,-15,8,132,1620,0.7,2.5,3.2,14.2
1987-03-30,Montreal,QC,CAN,CAN,73,205,2005,2,35,L,2006,30,12,8471709,MARC-EDOUARD.VLASIC,Marc-Edouard Vlasic,Vlasic,Marc-Edouard,D,SJS,81,11,21,4,32,12,35,0.4,6.7,11.5,9,0.7,34,2142,109586,1826.4,1826.43,1826,22.55,37.25,38.60%,337,337,337,218,218,161,104,21,5,22,27,9.8,55.4348,81,418,13.7,464,697,830,35.90%,26,26,106,-80,57,55,20,174,11.20%,0,1,0.00%,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0,3,0,2,2,0,0,4,0,1,6,50,6,0,50,15,1,0,89,5,6,4,4,0,7,7,0,1,12,2,0,0,2,1,1592,1952,1183,1373,858,961,81.9,94.42,83,90,9.70%,0.906,1.003,1592,1953,1182,1374,854,961,82,90,774,963,298,368,48,49,72,93,2.1,5.1,7.2,36.4,0.45,2.6508,0.02,0.41,0.43,,,,234,23,4.70%,28.6,34.4,116.4,1,Head,52,,UFA,"$4,250,000","$4,250,000",893,64,222,286,138,382,1267,19706,13.9,57.7,71.6,28.6
1987-04-27,Thunder Bay,ON,CAN,USA,72,193,2005,2,36,L,2008,30,8,8471710,TAYLOR.CHORNEY,Taylor Chorney,Chorney,Taylor,D,"WSH, CBJ",25,1,3,1,4,0,0,0.16,0.8,1.4,10,-0.8,8,442,19707,328.5,328.45,329,13.14,22.07,22.20%,34,34,34,22,22,14,5,0,1,1,2,0.51,62.0714,13.8,47.8,8.7,77,103,86,47.20%,21,21,30,-9,8,12,4,31,10.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,5,0,0,5,1,0,0,8,4,1,4,4,0,1,1,0,-3,-0.7,4,0,0,0,0,232,367,178,278,134,187,10.73,18.59,18,14,13.40%,0.925,1.059,227,368,173,279,128,188,17,14,112,196,41,77,6,7,29,22,0.1,1.4,1.5,2.8,0.11,0.0609,-0.25,-0.01,-0.27,,,,60,6.3,1.30%,3.2,3.9,109.4,,,,,UFA,"$825,000","$800,000",166,4,18,22,-6,56,115,2420,-0.1,4.4,4.3,3.2
1981-10-01,Stockholm,,SWE,SWE,72,191,2001,7,221,L,2006,36,12,8469665,JOHNNY.ODUYA,Johnny Oduya,Oduya,Johnny,D,"OTT, PHI",52,4,4,2,8,0,0,0.15,-3.9,3.2,1,-3.8,32,1269,53383,889.7,888.35,889,17.11,28.69,25.00%,109,109,109,78,78,59,31,7,6,5,11,2.27,53.7119,47.5,156.5,10.6,223,336,346,39.20%,50,50,65,-15,19,34,16,76,10.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,18,1,0,29,4,0,0,25,16,4,16,16,0,4,4,0,-12,-6.5,16,0,0,0,0,752,958,563,681,407,488,29.97,45.36,32,48,7.90%,0.902,0.98,755,962,567,684,407,492,32,48,344,471,137,168,18,25,56,48,0.1,2,2.2,10.4,0.2,0.2639,0.05,0.37,0.42,,,,158,4.1,3.00%,4.8,6.7,115.5,10,"Lower body, Undisclosed",445,,UFA,"$1,000,000","$1,000,000",850,41,149,190,63,372,836,16913,4.8,40,44.8,4.8
1986-10-12,Charlottetown,PE,CAN,CAN,76,212,2005,2,55,R,2009,31,9,8471717,ADAM.MCQUAID,Adam McQuaid,McQuaid,Adam,D,BOS,38,1,3,0,4,26,81,0.11,-1.6,1.4,-1,-2.3,62,834,35803,596.7,596.7,597,15.7,26.37,22.20%,75,75,75,53,53,39,17,1,0,3,3,1.27,55.2564,0,75,7.5,207,210,195,51.50%,80,80,56,24,14,13,7,56,11.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,12,0,0,20,4,0,0,15,18,1,17,12,5,7,1,6,-17,-3.7,11,6,0,1,0,509,610,378,455,276,309,19.25,28.38,18,24,6.50%,0.922,0.988,514,611,381,456,277,310,19,24,247,304,78,112,7,13,36,36,-0.2,1.2,1,6.7,0.18,0.313,-0.13,-0.02,-0.15,,,,204,7.9,0.80%,-2.2,3.3,112.5,36,Leg,1207,,UFA,"$3,000,000","$2,750,000",462,13,53,66,60,652,375,7533,-0.4,19.8,19.4,-2.2
1986-09-09,Boston,MA,USA,USA,73,196,2005,4,105,L,2006,31,12,8471735,KEITH.YANDLE,Keith Yandle,Yandle,Keith,D,FLA,82,8,48,25,56,5,22,0.68,10.8,18,7,-5.7,35,2410,120486,2008.1,2008.1,2008,24.49,40.41,47.50%,360,360,360,249,249,179,97,7,7,25,32,9.37,59.3911,420.4,780.4,23.3,751,691,933,44.60%,26,26,23,3,70,129,42,101,5.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,2,0,0,2,0,2,4,64,1,0,103,30,0,0,45,16,15,16,15,1,14,13,1,-1,2,15,1,0,0,0,2135,2053,1679,1626,1207,1213,116.01,113.77,118,104,9.80%,0.914,1.012,2125,2050,1672,1623,1199,1210,118,104,1037,1002,367,421,60,55,109,113,4,4.7,8.7,47.5,0.58,4.1908,0.18,-0.9,-0.72,,,,163,4.5,3.40%,52.5,56.4,125.1,,,,NMC,UFA,"$7,500,000","$6,350,000",825,85,381,466,-31,494,1860,17807,38.9,35.6,74.5,52.5
1987-08-08,Sicamous,BC,CAN,CAN,77,224,2005,3,79,R,2009,30,9,8471742,CODY.FRANSON,Cody Franson,Franson,Cody,D,CHI,23,1,6,4,7,24,69,0.3,-1.9,2.3,-1,3,8,524,22930,382.2,382.17,382,16.62,27.87,41.20%,104,104,104,70,70,51,27,1,2,9,11,2.08,59.1961,77.4,181.4,28.5,204,118,85,70.60%,18,18,12,6,19,21,7,18,7.60%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,17,1,0,21,8,0,0,21,4,3,4,4,0,4,4,0,-1,0.8,4,0,0,0,0,495,284,370,218,273,156,21.99,13.59,17,12,6.20%,0.923,0.985,491,282,370,216,273,154,17,11,237,149,83,71,6,7,18,30,0.4,0.8,1.1,15.1,0.66,0.2098,0.43,0.28,0.71,,,,44,6.3,1.60%,6.2,7.2,122.3,4,Upper body,195,,UFA,"$1,000,000","$1,000,000",550,43,169,212,-10,202,859,9647,16.9,20.1,37,6.2
1991-01-27,Gothenburg,,SWE,SWE,72,185,2010,5,132,R,2016,27,2,8475841,TIM.HEED,Tim Heed,Heed,Tim,D,SJS,29,3,8,4,11,21,56,0.38,11,3.8,0,5.6,8,569,27874,464.6,464.57,465,16.02,26.61,47.80%,127,127,127,72,72,51,36,3,1,8,9,2.57,47.8824,95.3,222.3,28.7,215,120,85,71.70%,8,8,21,-13,21,21,15,35,11.90%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,0,1,2,18,0,0,25,1,0,0,25,4,1,4,4,0,1,1,0,-3,-0.9,4,0,0,0,0,553,367,392,260,291,185,28.09,16.11,23,16,7.90%,0.914,0.993,558,367,397,260,294,185,23,16,283,166,111,64,14,6,28,32,0.8,1.1,2,16.2,0.56,1.222,0.49,0.23,0.72,2,1,0,51,5.8,3.50%,10.2,10.8,118.8,5,Upper body,40,NMC,UFA,"$650,000","$650,000",30,3,8,11,0,8,52,481,0.8,1.2,2,10.2
1989-03-18,Thunder Bay,ON,CAN,CAN,76,216,2007,3,78,R,2011,28,7,8474145,ROBERT.BORTUZZO,Robert Bortuzzo,Bortuzzo,Robert,D,STL,72,4,9,3,13,16,57,0.18,2.8,4.6,11,2.5,41,1557,63947,1065.8,1065.78,1066,14.8,25.01,33.30%,164,164,164,105,105,76,50,10,5,13,18,3.97,48.4605,76.5,240.5,13.5,295,311,332,47.00%,121,121,111,10,29,17,5,108,12.90%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,4,25,3,0,17,7,1,0,48,18,5,17,16,1,5,4,1,-13,-6.6,17,1,0,0,0,975,1029,699,731,521,522,38.04,42.59,39,40,7.50%,0.923,0.998,979,1031,705,732,526,523,40,40,464,503,151,174,16,19,66,62,0.4,3.3,3.7,22.2,0.31,0.5992,0.02,-0.08,-0.07,,,,271,7.4,2.10%,8.9,11.7,112.8,4,Knee,195,,UFA,"$1,150,000","$1,150,000",276,12,30,42,16,304,287,4003,0.9,10.3,11.1,8.9
1986-10-27,St. Louis,MO,USA,USA,73,196,2005,4,96,L,2008,31,10,8471761,CHRIS.BUTLER,Chris Butler,Butler,Chris,D,STL,6,0,0,0,0,30,70,0,-1.3,0,1,0.2,2,103,4790,79.8,79.83,80,13.31,22.89,0.00%,7,7,7,2,2,2,1,0,0,1,1,0.03,52,0,7,5.3,26,30,27,49.10%,3,3,3,0,0,2,0,3,5.60%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,-1,-0.6,1,0,0,0,0,84,71,50,51,35,37,2.22,2.57,4,3,11.40%,0.919,1.033,84,70,50,50,35,36,4,3,42,35,12,13,0,2,4,0,-0.1,0.3,0.2,1.1,0.18,0.0009,0,0,0,,,,8,3,0.00%,-0.2,-0.1,116.5,,,,,UFA,"$650,000","$650,000",394,13,71,84,-30,187,395,7464,1.7,14.6,16.3,-0.2
1991-07-17,Karlskrona,,SWE,SWE,74,200,2009,1,6,L,2010,26,8,8475171,OLIVER.EKMAN-LARSSON,Oliver Ekman-Larsson,Ekman-Larsson,Oliver,D,ARI,82,14,28,14,42,4,23,0.51,0.8,15.3,-28,-1.5,44,2398,116515,1940,1939.97,1942,23.68,38.88,45.70%,438,406,442,276,279,202,151,18,7,29,36,11.01,47.0149,291.4,729.4,22.6,808,599,750,51.90%,160,160,127,33,77,53,29,79,5.50%,0,1,0.00%,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,1,0,4,1,0,0,8,0,4,4,69,1,0,39,24,3,0,135,22,23,23,23,0,22,22,0,1,8,22,0,0,0,0,2042,1711,1486,1345,1060,928,99.52,96.21,92,106,8.70%,0.886,0.973,2051,1709,1490,1343,1061,927,92,106,1048,859,410,381,47,61,127,115,3.4,2.8,6.1,45.4,0.55,4.5171,0.96,0.6,1.55,2,0,0,283,8.6,7.30%,37.6,43.6,116.1,,,,,UFA,"$6,500,000","$5,500,000",576,102,188,290,-73,360,1336,13623,26.6,24.6,51.3,37.6
1987-06-06,Eksjo,,SWE,SWE,75,197,2005,4,108,L,2007,30,11,8471769,NIKLAS.HJALMARSSON,Niklas Hjalmarsson,Hjalmarsson,Niklas,D,ARI,48,1,8,4,9,20,56,0.19,-2,2.9,-3,-1.8,18,1309,59610,993.5,993.72,994,20.7,34.56,29.00%,84,84,84,49,49,32,31,3,3,3,6,1.87,68.0625,123.7,207.7,12.5,275,403,460,37.40%,16,16,63,-47,17,37,16,118,13.20%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16,1,0,14,5,0,0,12,9,8,9,9,0,8,8,0,-1,5.9,9,0,0,0,0,805,1088,587,779,412,546,37.07,54.08,31,48,7.50%,0.912,0.987,793,1091,577,781,404,547,29,48,389,502,170,212,14,25,54,68,-0.2,2.3,2.1,10.3,0.21,0.2782,0.23,0.35,0.58,1,0,0,152,3.6,0.80%,7.2,10.2,114.3,20,Upper body,995,,UFA,"$4,000,000","$4,100,000",671,24,128,152,106,256,619,13731,2.7,35.8,38.5,7.2
1990-07-15,Island Park,NY,USA,USA,73,210,2010,6,168,L,2014,27,4,8475868,ANTHONY.BITETTO,Anthony Bitetto,Bitetto,Anthony,D,NSH,32,1,2,0,3,25,61,0.09,-3.5,1.1,-1,-0.8,27,596,25804,430.1,430.45,430,13.44,22.74,20.00%,54,54,54,38,38,25,12,3,2,0,2,0.89,49.32,0,54,7.5,140,146,127,52.40%,40,40,55,-15,13,16,7,31,8.60%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,7,3,0,0,14,12,5,11,10,1,6,5,1,-7,-3,11,1,0,0,0,362,460,278,331,199,242,13.6,17.28,15,14,7.50%,0.942,1.018,364,462,280,333,201,244,15,15,165,215,68,69,9,9,42,25,-0.1,0.7,0.6,-0.2,-0.01,0.2271,-0.12,-0.27,-0.39,,,,99,4.3,1.00%,0.3,2.4,114.6,,,,,UFA,"$650,000","$612,500",96,2,14,16,-3,78,63,1195,0.5,2.2,2.7,0.3
1991-08-21,Taber,AB,CAN,CAN,74,208,2010,6,162,L,2014,26,4,8475869,BRANDON.DAVIDSON,Brandon Davidson,Davidson,Brandon,D,"MTL, EDM, NYI",51,4,3,2,7,0,0,0.14,-0.6,2.9,-13,0.8,23,1137,51464,857.7,857.73,858,16.82,28.38,26.90%,124,124,124,87,87,63,28,2,3,7,10,2.39,62.5079,59.1,183.1,12.8,229,258,292,44.00%,105,105,135,-30,24,44,13,89,12.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,2,22,1,0,28,8,1,0,25,10,7,10,9,1,8,7,1,-3,-1.6,9,1,0,0,0,757,863,559,609,388,452,34.22,41.48,26,49,6.70%,0.892,0.959,764,862,566,608,391,452,26,49,358,423,136,148,16,28,51,47,0.1,0.6,0.8,13,0.25,0.8247,-0.02,0.09,0.06,,,,218,13.1,6.80%,4.7,6.7,113.3,3,Undisclosed,52,,RFA,"$1,550,000","$1,425,000",152,9,13,22,-13,63,175,2616,0.1,4.6,4.7,4.7
1992-03-06,Kingsford,MI,USA,USA,76,212,2010,5,148,L,2015,25,3,8475857,KEVIN.GRAVEL,Kevin Gravel,Gravel,Kevin,D,LAK,16,0,3,1,3,29,89,0.19,0.9,0.9,-3,0,2,292,13472,224.5,224.53,225,14.03,23.66,42.90%,45,45,45,31,31,20,7,1,0,5,5,0.56,54.8,32.7,77.7,20.8,64,82,55,53.80%,16,16,24,-8,11,7,0,15,8.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,5,1,0,0,14,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,217,228,158,166,107,119,8.6,9.7,7,9,6.50%,0.924,0.99,218,227,158,165,108,119,7,9,98,106,34,40,4,7,17,18,0,0.3,0.4,2.7,0.17,0.0318,-0.01,0,-0.01,,,,33,16,0.00%,2.8,3,118.9,,,,,UFA,"$650,000","$650,000",70,1,9,10,0,8,74,976,0,2.7,2.7,2.8
1996-02-07,Windsor,ON,CAN,CAN,76,216,2014,1,1,R,2014,21,4,8477932,AARON.EKBLAD,Aaron Ekblad,Ekblad,Aaron,D,FLA,82,16,22,6,38,7,40,0.46,3.3,14.4,9,-8.9,71,2376,115074,1917.9,1917.9,1918,23.39,38.65,33.00%,399,399,399,283,283,189,134,25,4,17,21,12.95,43.1799,88.2,487.2,15.2,622,663,892,41.10%,69,69,72,-3,94,99,40,121,7.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,3,0,6,3,1,0,3,1,7,5,81,12,1,88,30,2,0,56,31,9,32,29,3,12,9,3,-22,-6.4,28,3,0,0,0,1935,2041,1526,1612,1113,1207,101.44,113.45,115,104,10.30%,0.914,1.017,1937,2037,1531,1609,1114,1204,115,103,944,1004,341,431,57,58,120,127,3.1,4.7,7.8,36.1,0.44,3.619,-0.12,-0.27,-0.39,,,,264,3.9,7.00%,30.9,36.7,124.4,,,,,UFA,"$9,000,000","$7,500,000",309,53,81,134,16,202,766,6835,12,15.9,27.8,30.9
1996-07-08,Carlyle,SK,CAN,CAN,75,221,2014,1,7,L,2017,21,1,8477938,HAYDN.FLEURY,Haydn Fleury,Fleury,Haydn,D,CAR,67,0,8,2,8,17,57,0.12,0,2.3,-2,-8.8,14,1448,67516,1125.3,1125.27,1125,16.8,28.17,21.60%,181,181,181,110,110,86,41,2,3,8,11,2.75,46.814,31.3,212.3,11.3,373,342,266,58.40%,85,85,139,-54,24,34,21,94,10.10%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,3,1,18,23,0,0,41,7,3,7,7,0,3,3,0,-4,-0.1,7,0,0,0,0,1085,1099,774,836,534,589,43.35,52.87,37,42,6.90%,0.929,0.998,1082,1099,770,836,532,589,37,43,473,541,170,220,15,22,49,63,-0.6,2.6,2,17.4,0.26,0.1199,-0.91,-0.31,-1.22,,,,193,15.1,0.00%,6.6,8,116.5,,,,,RFA,"$832,500","$863,333",67,0,8,8,-2,14,86,1125,-0.6,2.6,2,6.6
1995-12-03,Jyväskylä,,FIN,FIN,71,186,2014,1,14,R,2016,22,2,8477945,JULIUS.HONKA,Julius Honka,Honka,Julius,D,DAL,42,1,3,2,4,19,75,0.1,-9.1,1.4,-1,1,14,812,32783,546.4,546.42,546,13.01,21.91,23.50%,101,101,101,59,59,42,31,1,2,4,6,1.46,52.9762,77,178,19.5,205,165,135,60.30%,20,20,60,-40,17,18,2,28,8.20%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,2,0,14,1,0,0,25,6,4,7,7,0,4,4,0,-2,0.5,6,0,0,0,0,567,446,409,315,295,222,24.88,17.24,17,16,5.80%,0.928,0.986,573,448,415,317,303,224,17,16,294,191,110,71,9,9,34,30,-0.2,1.1,1,9,0.21,0.1993,0.07,-0.01,0.07,,,,62,3.7,0.80%,2.6,4.1,111.2,1,Upper body,17,,RFA,"$832,500","$863,333",58,2,7,9,-5,18,76,816,0.2,1.3,1.4,2.6
1990-08-26,Carmel,IN,USA,USA,75,217,2010,7,210,R,2013,27,4,8475902,ZACH.TROTMAN,Zach Trotman,Trotman,Zach,D,PIT,3,0,0,0,0,29,98,0,-0.5,0,-3,-0.1,0,57,2301,38.4,38.35,38,12.78,21.4,0.00%,10,10,10,7,7,6,1,0,0,0,0,0.2,56,0,10,15.6,15,9,10,60.00%,1,1,3,-2,1,0,0,2,8.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,37,30,26,22,20,17,1.4,1.56,0,3,0.00%,0.824,0.824,38,30,27,22,21,17,0,3,12,18,6,8,0,1,3,6,0,-0.2,-0.2,0.3,0.1,0.0006,0,0,0,,,,3,0,0.00%,0,0,104.8,,,,,UFA,"$650,000","$650,000",70,3,9,12,-2,22,116,1216,0.2,2.2,2.4,0
1992-08-14,Gothenburg,,SWE,SWE,74,177,2010,5,131,R,2014,25,4,8475906,JOHN.KLINGBERG,John Klingberg,Klingberg,John,D,DAL,82,8,59,32,67,4,12,0.82,12.5,22.1,10,19.7,26,2272,118447,1974.1,1973.85,1974,24.07,39.69,54.00%,455,413,455,286,286,204,169,17,3,29,32,11.53,47.9755,569.9,1024.9,31.2,883,691,548,61.70%,44,44,174,-130,82,93,31,109,7.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,1,0,5,1,5,7,69,7,1,48,26,2,0,120,12,11,12,12,0,11,11,0,-1,6.5,12,0,0,0,0,2275,1662,1669,1281,1220,923,126.92,82.61,124,78,10.20%,0.915,1.017,2274,1664,1667,1282,1215,924,124,78,1226,829,489,296,64,32,127,122,5.4,5.1,10.5,74.8,0.91,5.8232,1.66,0,1.66,,,,179,6.3,3.60%,64.4,68.3,119.7,,,,NMC,UFA,"$3,500,000","$4,250,000",303,42,172,214,39,122,597,6987,19.6,16,35.5,64.4
